MOVE LINE CASE at 93, for OFFSET: 2
LINE: 3 ~ 3579[LEN: 3576] (x: 5660)
LINE: 6151 ~ 6152[LEN: 1] (y: 0)
LINE: 3 ~ 385[LEN: 382] (x: 6151)
LINE: 6476 ~ 6477[LEN: 1] (y: 0)
LINE: 3 ~ 3579[LEN: 3576] (x: 6476)
LINE: 7257 ~ 9178[LEN: 1921] (y: 0)
LINE: 3 ~ 2038[LEN: 2035] (x: 7257)
LINE: 8524 ~ 8525[LEN: 1] (y: 0)
LINE: 4 ~ 9698[LEN: 9694] (x: 8524)
LINE: 8672 ~ 8673[LEN: 1] (y: 0)
LINE: 4 ~ 3724[LEN: 3720] (x: 8672)
LINE: 9177 ~ 9178[LEN: 1] (y: 0)
LINE: 4 ~ 2037[LEN: 2033] (x: 9177)
LINE: 4680 ~ 7672[LEN: 2992] (y: 1)
LINE: 5 ~ 2567[LEN: 2562] (x: 4680)
LINE: 8069 ~ 8904[LEN: 835] (y: 1)
LINE: 5 ~ 6612[LEN: 6607] (x: 8069)
LINE: 933 ~ 1589[LEN: 656] (y: 2)
LINE: 6 ~ 8818[LEN: 8812] (x: 933)
LINE: 7671 ~ 7672[LEN: 1] (y: 2)
LINE: 6 ~ 2565[LEN: 2559] (x: 7671)
LINE: 8462 ~ 9702[LEN: 1240] (y: 2)
LINE: 6 ~ 6906[LEN: 6900] (x: 8462)
LINE: 1588 ~ 1589[LEN: 1] (y: 3)
LINE: 7 ~ 8818[LEN: 8811] (x: 1588)
LINE: 3795 ~ 8036[LEN: 4241] (y: 3)
LINE: 7 ~ 4151[LEN: 4144] (x: 3795)
LINE: 8296 ~ 8859[LEN: 563] (y: 3)
LINE: 7 ~ 34[LEN: 27] (x: 8296)
LINE: 8903 ~ 8904[LEN: 1] (y: 3)
LINE: 7 ~ 6608[LEN: 6601] (x: 8903)
LINE: 9701 ~ 9702[LEN: 1] (y: 3)
LINE: 7 ~ 5422[LEN: 5415] (x: 9701)
LINE: 789 ~ 9421[LEN: 8632] (y: 4)
LINE: 8 ~ 8693[LEN: 8685] (x: 789)
LINE: 797 ~ 798[LEN: 1] (y: 4)
LINE: 9 ~ 8875[LEN: 8866] (x: 797)
LINE: 1317 ~ 3628[LEN: 2311] (y: 4)
LINE: 9 ~ 5499[LEN: 5490] (x: 1317)
LINE: 4365 ~ 4366[LEN: 1] (y: 4)
LINE: 9 ~ 8985[LEN: 8976] (x: 4365)
LINE: 4616 ~ 4617[LEN: 1] (y: 4)
LINE: 9 ~ 8985[LEN: 8976] (x: 4616)
LINE: 6900 ~ 6901[LEN: 1] (y: 4)
LINE: 9 ~ 9651[LEN: 9642] (x: 6900)
LINE: 8035 ~ 8036[LEN: 1] (y: 4)
LINE: 9 ~ 2739[LEN: 2730] (x: 8035)
LINE: 8042 ~ 8043[LEN: 1] (y: 4)
LINE: 9 ~ 9811[LEN: 9802] (x: 8042)
LINE: 8643 ~ 8644[LEN: 1] (y: 4)
LINE: 9 ~ 8397[LEN: 8388] (x: 8643)
LINE: 8858 ~ 8859[LEN: 1] (y: 4)
LINE: 9 ~ 33[LEN: 24] (x: 8858)
LINE: 9420 ~ 9421[LEN: 1] (y: 4)
LINE: 9 ~ 1146[LEN: 1137] (x: 9420)
LINE: 1377 ~ 1378[LEN: 1] (y: 5)
LINE: 10 ~ 7791[LEN: 7781] (x: 1377)
LINE: 2401 ~ 9619[LEN: 7218] (y: 5)
LINE: 10 ~ 542[LEN: 532] (x: 2401)
LINE: 1790 ~ 5210[LEN: 3420] (y: 6)
LINE: 11 ~ 1044[LEN: 1033] (x: 1790)
LINE: 8603 ~ 9093[LEN: 490] (y: 6)
LINE: 11 ~ 3070[LEN: 3059] (x: 8603)
LINE: 9618 ~ 9619[LEN: 1] (y: 6)
LINE: 11 ~ 540[LEN: 529] (x: 9618)
LINE: 2238 ~ 4722[LEN: 2484] (y: 7)
LINE: 12 ~ 9026[LEN: 9014] (x: 2238)
LINE: 4803 ~ 4804[LEN: 1] (y: 7)
LINE: 12 ~ 7636[LEN: 7624] (x: 4803)
LINE: 5209 ~ 5210[LEN: 1] (y: 7)
LINE: 12 ~ 1043[LEN: 1031] (x: 5209)
LINE: 9092 ~ 9093[LEN: 1] (y: 7)
LINE: 12 ~ 9258[LEN: 9246] (x: 9092)
LINE: 413 ~ 8952[LEN: 8539] (y: 8)
LINE: 13 ~ 9421[LEN: 9408] (x: 413)
LINE: 520 ~ 521[LEN: 1] (y: 8)
LINE: 14 ~ 327[LEN: 313] (x: 520)
LINE: 1619 ~ 1620[LEN: 1] (y: 8)
LINE: 14 ~ 9736[LEN: 9722] (x: 1619)
LINE: 2073 ~ 2074[LEN: 1] (y: 8)
LINE: 14 ~ 3305[LEN: 3291] (x: 2073)
LINE: 2226 ~ 9526[LEN: 7300] (y: 8)
LINE: 14 ~ 7209[LEN: 7195] (x: 2226)
LINE: 2537 ~ 2538[LEN: 1] (y: 8)
LINE: 15 ~ 1149[LEN: 1134] (x: 2537)
LINE: 3332 ~ 3333[LEN: 1] (y: 8)
LINE: 15 ~ 3944[LEN: 3929] (x: 3332)
LINE: 3564 ~ 3565[LEN: 1] (y: 8)
LINE: 15 ~ 9777[LEN: 9762] (x: 3564)
LINE: 3619 ~ 3620[LEN: 1] (y: 8)
LINE: 15 ~ 6470[LEN: 6455] (x: 3619)
LINE: 3627 ~ 3628[LEN: 1] (y: 8)
LINE: 15 ~ 6558[LEN: 6543] (x: 3627)
LINE: 3710 ~ 7248[LEN: 3538] (y: 8)
LINE: 15 ~ 8905[LEN: 8890] (x: 3710)
LINE: 7340 ~ 7341[LEN: 1] (y: 8)
LINE: 15 ~ 2206[LEN: 2191] (x: 7340)
LINE: 7707 ~ 7708[LEN: 1] (y: 8)
LINE: 15 ~ 7516[LEN: 7501] (x: 7707)
LINE: 8951 ~ 8952[LEN: 1] (y: 8)
LINE: 15 ~ 328[LEN: 313] (x: 8951)
LINE: 9525 ~ 9526[LEN: 1] (y: 8)
LINE: 15 ~ 1343[LEN: 1328] (x: 9525)
LINE: 297 ~ 9653[LEN: 9356] (y: 9)
LINE: 16 ~ 7668[LEN: 7652] (x: 297)
LINE: 137 ~ 4949[LEN: 4812] (y: 10)
LINE: 17 ~ 8522[LEN: 8505] (x: 137)
LINE: 5079 ~ 5080[LEN: 1] (y: 10)
LINE: 17 ~ 6544[LEN: 6527] (x: 5079)
LINE: 5113 ~ 5588[LEN: 475] (y: 10)
LINE: 17 ~ 718[LEN: 701] (x: 5113)
LINE: 5712 ~ 5713[LEN: 1] (y: 10)
LINE: 17 ~ 9736[LEN: 9719] (x: 5712)
LINE: 6376 ~ 6377[LEN: 1] (y: 10)
LINE: 17 ~ 5463[LEN: 5446] (x: 6376)
LINE: 6721 ~ 6722[LEN: 1] (y: 10)
LINE: 17 ~ 8217[LEN: 8200] (x: 6721)
LINE: 7247 ~ 7248[LEN: 1] (y: 10)
LINE: 17 ~ 9070[LEN: 9053] (x: 7247)
LINE: 9652 ~ 9653[LEN: 1] (y: 10)
LINE: 17 ~ 8230[LEN: 8213] (x: 9652)
LINE: 585 ~ 603[LEN: 18] (y: 11)
LINE: 18 ~ 9433[LEN: 9415] (x: 585)
LINE: 1694 ~ 1695[LEN: 1] (y: 11)
LINE: 18 ~ 2398[LEN: 2380] (x: 1694)
LINE: 2913 ~ 8081[LEN: 5168] (y: 11)
LINE: 18 ~ 9918[LEN: 9900] (x: 2913)
LINE: 602 ~ 603[LEN: 1] (y: 12)
LINE: 19 ~ 2735[LEN: 2716] (x: 602)
LINE: 790 ~ 2695[LEN: 1905] (y: 12)
LINE: 19 ~ 8927[LEN: 8908] (x: 790)
LINE: 3745 ~ 3746[LEN: 1] (y: 12)
LINE: 19 ~ 7213[LEN: 7194] (x: 3745)
LINE: 3995 ~ 3996[LEN: 1] (y: 12)
LINE: 19 ~ 8905[LEN: 8886] (x: 3995)
LINE: 4006 ~ 4007[LEN: 1] (y: 12)
LINE: 19 ~ 8521[LEN: 8502] (x: 4006)
LINE: 4476 ~ 4477[LEN: 1] (y: 12)
LINE: 19 ~ 8924[LEN: 8905] (x: 4476)
LINE: 4721 ~ 4722[LEN: 1] (y: 12)
LINE: 19 ~ 9029[LEN: 9010] (x: 4721)
LINE: 4948 ~ 4949[LEN: 1] (y: 12)
LINE: 19 ~ 3995[LEN: 3976] (x: 4948)
LINE: 5299 ~ 5300[LEN: 1] (y: 12)
LINE: 19 ~ 6425[LEN: 6406] (x: 5299)
LINE: 5444 ~ 5445[LEN: 1] (y: 12)
LINE: 19 ~ 1446[LEN: 1427] (x: 5444)
LINE: 5571 ~ 5572[LEN: 1] (y: 12)
LINE: 19 ~ 8625[LEN: 8606] (x: 5571)
LINE: 5577 ~ 5578[LEN: 1] (y: 12)
LINE: 19 ~ 1344[LEN: 1325] (x: 5577)
LINE: 5587 ~ 5588[LEN: 1] (y: 12)
LINE: 19 ~ 718[LEN: 699] (x: 5587)
LINE: 8080 ~ 8081[LEN: 1] (y: 12)
LINE: 19 ~ 7339[LEN: 7320] (x: 8080)
LINE: 2694 ~ 2695[LEN: 1] (y: 13)
LINE: 20 ~ 9564[LEN: 9544] (x: 2694)
LINE: 4533 ~ 5445[LEN: 912] (y: 13)
LINE: 20 ~ 674[LEN: 654] (x: 4533)
LINE: 2533 ~ 5006[LEN: 2473] (y: 14)
LINE: 21 ~ 9582[LEN: 9561] (x: 2533)
LINE: 5443 ~ 5445[LEN: 2] (y: 14)
LINE: 21 ~ 673[LEN: 652] (x: 5443)
LINE: 1023 ~ 8711[LEN: 7688] (y: 15)
LINE: 22 ~ 1737[LEN: 1715] (x: 1023)
LINE: 2004 ~ 5233[LEN: 3229] (y: 15)
LINE: 23 ~ 43[LEN: 20] (x: 2004)
LINE: 7701 ~ 7702[LEN: 1] (y: 15)
LINE: 23 ~ 1736[LEN: 1713] (x: 7701)
LINE: 8710 ~ 8711[LEN: 1] (y: 15)
LINE: 23 ~ 6602[LEN: 6579] (x: 8710)
LINE: 2155 ~ 2156[LEN: 1] (y: 16)
LINE: 24 ~ 7900[LEN: 7876] (x: 2155)
LINE: 3180 ~ 3181[LEN: 1] (y: 16)
LINE: 24 ~ 7382[LEN: 7358] (x: 3180)
LINE: 3212 ~ 3213[LEN: 1] (y: 16)
LINE: 24 ~ 8966[LEN: 8942] (x: 3212)
LINE: 3594 ~ 3595[LEN: 1] (y: 16)
LINE: 24 ~ 5246[LEN: 5222] (x: 3594)
LINE: 4388 ~ 4389[LEN: 1] (y: 16)
LINE: 24 ~ 9581[LEN: 9557] (x: 4388)
LINE: 5005 ~ 5006[LEN: 1] (y: 16)
LINE: 24 ~ 7164[LEN: 7140] (x: 5005)
LINE: 5232 ~ 5233[LEN: 1] (y: 16)
LINE: 24 ~ 49[LEN: 25] (x: 5232)
LINE: 5951 ~ 8929[LEN: 2978] (y: 16)
LINE: 24 ~ 2320[LEN: 2296] (x: 5951)
LINE: 3056 ~ 9668[LEN: 6612] (y: 17)
LINE: 25 ~ 9491[LEN: 9466] (x: 3056)
LINE: 2055 ~ 9473[LEN: 7418] (y: 18)
LINE: 26 ~ 5401[LEN: 5375] (x: 2055)
LINE: 9667 ~ 9668[LEN: 1] (y: 18)
LINE: 26 ~ 9187[LEN: 9161] (x: 9667)
LINE: 3966 ~ 3967[LEN: 1] (y: 19)
LINE: 27 ~ 5295[LEN: 5268] (x: 3966)
LINE: 4819 ~ 4820[LEN: 1] (y: 19)
LINE: 27 ~ 5295[LEN: 5268] (x: 4819)
LINE: 4909 ~ 4910[LEN: 1] (y: 19)
LINE: 27 ~ 9571[LEN: 9544] (x: 4909)
LINE: 7851 ~ 7852[LEN: 1] (y: 19)
LINE: 27 ~ 9570[LEN: 9543] (x: 7851)
LINE: 8928 ~ 8929[LEN: 1] (y: 19)
LINE: 27 ~ 2317[LEN: 2290] (x: 8928)
LINE: 9472 ~ 9473[LEN: 1] (y: 19)
LINE: 27 ~ 5996[LEN: 5969] (x: 9472)
LINE: 253 ~ 7996[LEN: 7743] (y: 20)
LINE: 28 ~ 9418[LEN: 9390] (x: 253)
LINE: 804 ~ 1070[LEN: 266] (y: 20)
LINE: 29 ~ 6538[LEN: 6509] (x: 804)
LINE: 1135 ~ 1136[LEN: 1] (y: 20)
LINE: 29 ~ 1693[LEN: 1664] (x: 1135)
LINE: 1426 ~ 7406[LEN: 5980] (y: 20)
LINE: 29 ~ 9890[LEN: 9861] (x: 1426)
LINE: 7460 ~ 7461[LEN: 1] (y: 20)
LINE: 29 ~ 1725[LEN: 1696] (x: 7460)
LINE: 7658 ~ 7659[LEN: 1] (y: 20)
LINE: 29 ~ 9170[LEN: 9141] (x: 7658)
LINE: 7995 ~ 7996[LEN: 1] (y: 20)
LINE: 29 ~ 6342[LEN: 6313] (x: 7995)
LINE: 1069 ~ 1070[LEN: 1] (y: 21)
LINE: 30 ~ 8198[LEN: 8168] (x: 1069)
LINE: 1926 ~ 8327[LEN: 6401] (y: 21)
LINE: 30 ~ 9906[LEN: 9876] (x: 1926)
LINE: 29 ~ 3436[LEN: 3407] (y: 22)
LINE: 31 ~ 7785[LEN: 7754] (x: 29)
LINE: 3491 ~ 3492[LEN: 1] (y: 22)
LINE: 31 ~ 3896[LEN: 3865] (x: 3491)
LINE: 3849 ~ 3850[LEN: 1] (y: 22)
LINE: 31 ~ 1723[LEN: 1692] (x: 3849)
LINE: 3942 ~ 3943[LEN: 1] (y: 22)
LINE: 31 ~ 6879[LEN: 6848] (x: 3942)
LINE: 4370 ~ 4371[LEN: 1] (y: 22)
LINE: 31 ~ 8213[LEN: 8182] (x: 4370)
LINE: 4781 ~ 4782[LEN: 1] (y: 22)
LINE: 31 ~ 8243[LEN: 8212] (x: 4781)
LINE: 5858 ~ 5859[LEN: 1] (y: 22)
LINE: 31 ~ 1689[LEN: 1658] (x: 5858)
LINE: 6041 ~ 6042[LEN: 1] (y: 22)
LINE: 31 ~ 9173[LEN: 9142] (x: 6041)
LINE: 6487 ~ 6488[LEN: 1] (y: 22)
LINE: 31 ~ 7998[LEN: 7967] (x: 6487)
LINE: 7405 ~ 7406[LEN: 1] (y: 22)
LINE: 31 ~ 3292[LEN: 3261] (x: 7405)
LINE: 8326 ~ 8327[LEN: 1] (y: 22)
LINE: 31 ~ 6904[LEN: 6873] (x: 8326)
LINE: 791 ~ 792[LEN: 1] (y: 23)
LINE: 32 ~ 6150[LEN: 6118] (x: 791)
LINE: 1350 ~ 1351[LEN: 1] (y: 23)
LINE: 32 ~ 9971[LEN: 9939] (x: 1350)
LINE: 2388 ~ 2389[LEN: 1] (y: 23)
LINE: 32 ~ 9724[LEN: 9692] (x: 2388)
LINE: 2714 ~ 2715[LEN: 1] (y: 23)
LINE: 32 ~ 9890[LEN: 9858] (x: 2714)
LINE: 3156 ~ 6947[LEN: 3791] (y: 23)
LINE: 32 ~ 5217[LEN: 5185] (x: 3156)
LINE: 1278 ~ 4834[LEN: 3556] (y: 24)
LINE: 33 ~ 188[LEN: 155] (x: 1278)
LINE: 5584 ~ 5585[LEN: 1] (y: 24)
LINE: 33 ~ 4028[LEN: 3995] (x: 5584)
LINE: 5708 ~ 5982[LEN: 274] (y: 24)
LINE: 33 ~ 9625[LEN: 9592] (x: 5708)
LINE: 6946 ~ 6947[LEN: 1] (y: 24)
LINE: 33 ~ 661[LEN: 628] (x: 6946)
LINE: 1810 ~ 1811[LEN: 1] (y: 25)
LINE: 34 ~ 3102[LEN: 3068] (x: 1810)
LINE: 3435 ~ 3436[LEN: 1] (y: 25)
LINE: 34 ~ 9164[LEN: 9130] (x: 3435)
LINE: 3731 ~ 7607[LEN: 3876] (y: 25)
LINE: 34 ~ 4262[LEN: 4228] (x: 3731)
LINE: 8297 ~ 8858[LEN: 561] (y: 25)
LINE: 713 ~ 5657[LEN: 4944] (y: 26)
LINE: 35 ~ 5681[LEN: 5646] (x: 713)
LINE: 5902 ~ 5903[LEN: 1] (y: 26)
LINE: 35 ~ 3707[LEN: 3672] (x: 5902)
LINE: 5981 ~ 5982[LEN: 1] (y: 26)
LINE: 35 ~ 8586[LEN: 8551] (x: 5981)
LINE: 7606 ~ 7607[LEN: 1] (y: 26)
LINE: 35 ~ 7553[LEN: 7518] (x: 7606)
LINE: 478 ~ 5384[LEN: 4906] (y: 27)
LINE: 36 ~ 8311[LEN: 8275] (x: 478)
LINE: 5449 ~ 8808[LEN: 3359] (y: 27)
LINE: 36 ~ 1219[LEN: 1183] (x: 5449)
LINE: 1015 ~ 1016[LEN: 1] (y: 28)
LINE: 37 ~ 9547[LEN: 9510] (x: 1015)
LINE: 3771 ~ 3772[LEN: 1] (y: 28)
LINE: 37 ~ 8213[LEN: 8176] (x: 3771)
LINE: 3887 ~ 3888[LEN: 1] (y: 28)
LINE: 37 ~ 1495[LEN: 1458] (x: 3887)
LINE: 3999 ~ 4000[LEN: 1] (y: 28)
LINE: 37 ~ 3102[LEN: 3065] (x: 3999)
LINE: 4833 ~ 4834[LEN: 1] (y: 28)
LINE: 37 ~ 187[LEN: 150] (x: 4833)
LINE: 5148 ~ 5149[LEN: 1] (y: 28)
LINE: 37 ~ 5680[LEN: 5643] (x: 5148)
LINE: 5383 ~ 5384[LEN: 1] (y: 28)
LINE: 37 ~ 9915[LEN: 9878] (x: 5383)
LINE: 5656 ~ 5657[LEN: 1] (y: 28)
LINE: 37 ~ 8211[LEN: 8174] (x: 5656)
LINE: 6366 ~ 7102[LEN: 736] (y: 28)
LINE: 37 ~ 2106[LEN: 2069] (x: 6366)
LINE: 8807 ~ 8808[LEN: 1] (y: 28)
LINE: 37 ~ 1218[LEN: 1181] (x: 8807)
LINE: 399 ~ 5632[LEN: 5233] (y: 29)
LINE: 38 ~ 7550[LEN: 7512] (x: 399)
LINE: 7101 ~ 7102[LEN: 1] (y: 29)
LINE: 38 ~ 9757[LEN: 9719] (x: 7101)
LINE: 3378 ~ 7764[LEN: 4386] (y: 30)
LINE: 39 ~ 9496[LEN: 9457] (x: 3378)
LINE: 58 ~ 4446[LEN: 4388] (y: 31)
LINE: 40 ~ 8342[LEN: 8302] (x: 58)
LINE: 5134 ~ 5135[LEN: 1] (y: 31)
LINE: 40 ~ 7917[LEN: 7877] (x: 5134)
LINE: 5631 ~ 5632[LEN: 1] (y: 31)
LINE: 40 ~ 1725[LEN: 1685] (x: 5631)
LINE: 7763 ~ 7764[LEN: 1] (y: 31)
LINE: 40 ~ 9888[LEN: 9848] (x: 7763)
LINE: 8981 ~ 9436[LEN: 455] (y: 31)
LINE: 40 ~ 6133[LEN: 6093] (x: 8981)
LINE: 71 ~ 7960[LEN: 7889] (y: 32)
LINE: 41 ~ 8562[LEN: 8521] (x: 71)
LINE: 9435 ~ 9436[LEN: 1] (y: 32)
LINE: 41 ~ 6345[LEN: 6304] (x: 9435)
LINE: 75 ~ 76[LEN: 1] (y: 33)
LINE: 42 ~ 7354[LEN: 7312] (x: 75)
LINE: 732 ~ 733[LEN: 1] (y: 33)
LINE: 42 ~ 2141[LEN: 2099] (x: 732)
LINE: 1112 ~ 1113[LEN: 1] (y: 33)
LINE: 42 ~ 7244[LEN: 7202] (x: 1112)
LINE: 1526 ~ 1527[LEN: 1] (y: 33)
LINE: 42 ~ 9676[LEN: 9634] (x: 1526)
LINE: 1576 ~ 1577[LEN: 1] (y: 33)
LINE: 42 ~ 9191[LEN: 9149] (x: 1576)
LINE: 1580 ~ 1581[LEN: 1] (y: 33)
LINE: 42 ~ 6873[LEN: 6831] (x: 1580)
LINE: 1787 ~ 6008[LEN: 4221] (y: 33)
LINE: 42 ~ 2533[LEN: 2491] (x: 1787)
LINE: 7433 ~ 7434[LEN: 1] (y: 33)
LINE: 42 ~ 9061[LEN: 9019] (x: 7433)
LINE: 7959 ~ 7960[LEN: 1] (y: 33)
LINE: 42 ~ 8341[LEN: 8299] (x: 7959)
LINE: 8469 ~ 8565[LEN: 96] (y: 33)
LINE: 42 ~ 4193[LEN: 4151] (x: 8469)
LINE: 1536 ~ 7739[LEN: 6203] (y: 34)
LINE: 43 ~ 2874[LEN: 2831] (x: 1536)
LINE: 8564 ~ 8565[LEN: 1] (y: 34)
LINE: 43 ~ 7160[LEN: 7117] (x: 8564)
LINE: 1922 ~ 1923[LEN: 1] (y: 35)
LINE: 44 ~ 7243[LEN: 7199] (x: 1922)
LINE: 2051 ~ 2052[LEN: 1] (y: 35)
LINE: 44 ~ 3440[LEN: 3396] (x: 2051)
LINE: 2176 ~ 2177[LEN: 1] (y: 35)
LINE: 44 ~ 7601[LEN: 7557] (x: 2176)
LINE: 2205 ~ 2206[LEN: 1] (y: 35)
LINE: 44 ~ 3977[LEN: 3933] (x: 2205)
LINE: 2263 ~ 5846[LEN: 3583] (y: 35)
LINE: 44 ~ 7357[LEN: 7313] (x: 2263)
LINE: 6007 ~ 6008[LEN: 1] (y: 35)
LINE: 44 ~ 2533[LEN: 2489] (x: 6007)
LINE: 6878 ~ 6879[LEN: 1] (y: 35)
LINE: 44 ~ 7181[LEN: 7137] (x: 6878)
LINE: 6919 ~ 6920[LEN: 1] (y: 35)
LINE: 44 ~ 1460[LEN: 1416] (x: 6919)
LINE: 7590 ~ 8520[LEN: 930] (y: 35)
LINE: 44 ~ 4712[LEN: 4668] (x: 7590)
LINE: 438 ~ 7570[LEN: 7132] (y: 36)
LINE: 45 ~ 8695[LEN: 8650] (x: 438)
LINE: 7738 ~ 7739[LEN: 1] (y: 36)
LINE: 45 ~ 5978[LEN: 5933] (x: 7738)
LINE: 8519 ~ 8520[LEN: 1] (y: 36)
LINE: 45 ~ 9382[LEN: 9337] (x: 8519)
LINE: 1211 ~ 9596[LEN: 8385] (y: 37)
LINE: 46 ~ 9593[LEN: 9547] (x: 1211)
LINE: 288 ~ 4420[LEN: 4132] (y: 38)
LINE: 47 ~ 9228[LEN: 9181] (x: 288)
LINE: 4429 ~ 4430[LEN: 1] (y: 38)
LINE: 47 ~ 6710[LEN: 6663] (x: 4429)
LINE: 4445 ~ 4446[LEN: 1] (y: 38)
LINE: 47 ~ 5212[LEN: 5165] (x: 4445)
LINE: 4631 ~ 5607[LEN: 976] (y: 38)
LINE: 47 ~ 9691[LEN: 9644] (x: 4631)
LINE: 5762 ~ 5763[LEN: 1] (y: 38)
LINE: 47 ~ 9593[LEN: 9546] (x: 5762)
LINE: 5845 ~ 5846[LEN: 1] (y: 38)
LINE: 47 ~ 7355[LEN: 7308] (x: 5845)
LINE: 6316 ~ 6317[LEN: 1] (y: 38)
LINE: 47 ~ 6836[LEN: 6789] (x: 6316)
LINE: 6901 ~ 6902[LEN: 1] (y: 38)
LINE: 47 ~ 4008[LEN: 3961] (x: 6901)
LINE: 7410 ~ 7411[LEN: 1] (y: 38)
LINE: 47 ~ 8835[LEN: 8788] (x: 7410)
LINE: 7459 ~ 7461[LEN: 2] (y: 38)
LINE: 47 ~ 123[LEN: 76] (x: 7459)
LINE: 7569 ~ 7570[LEN: 1] (y: 38)
LINE: 47 ~ 4021[LEN: 3974] (x: 7569)
LINE: 9595 ~ 9596[LEN: 1] (y: 38)
LINE: 47 ~ 9403[LEN: 9356] (x: 9595)
LINE: 437 ~ 9646[LEN: 9209] (y: 39)
LINE: 48 ~ 60[LEN: 12] (x: 437)
LINE: 630 ~ 9272[LEN: 8642] (y: 39)
LINE: 49 ~ 9349[LEN: 9300] (x: 630)
LINE: 9614 ~ 9615[LEN: 1] (y: 39)
LINE: 49 ~ 58[LEN: 9] (x: 9614)
LINE: 9645 ~ 9646[LEN: 1] (y: 39)
LINE: 49 ~ 2954[LEN: 2905] (x: 9645)
LINE: 660 ~ 4994[LEN: 4334] (y: 40)
LINE: 50 ~ 9568[LEN: 9518] (x: 660)
LINE: 5067 ~ 5068[LEN: 1] (y: 40)
LINE: 50 ~ 2285[LEN: 2235] (x: 5067)
LINE: 5153 ~ 5154[LEN: 1] (y: 40)
LINE: 50 ~ 8923[LEN: 8873] (x: 5153)
LINE: 5188 ~ 5189[LEN: 1] (y: 40)
LINE: 50 ~ 7820[LEN: 7770] (x: 5188)
LINE: 5286 ~ 5287[LEN: 1] (y: 40)
LINE: 50 ~ 127[LEN: 77] (x: 5286)
LINE: 5606 ~ 5607[LEN: 1] (y: 40)
LINE: 50 ~ 3703[LEN: 3653] (x: 5606)
LINE: 7279 ~ 7280[LEN: 1] (y: 40)
LINE: 50 ~ 8215[LEN: 8165] (x: 7279)
LINE: 7589 ~ 7591[LEN: 2] (y: 40)
LINE: 50 ~ 2955[LEN: 2905] (x: 7589)
LINE: 7816 ~ 7817[LEN: 1] (y: 40)
LINE: 50 ~ 8739[LEN: 8689] (x: 7816)
LINE: 8192 ~ 8193[LEN: 1] (y: 40)
LINE: 50 ~ 4529[LEN: 4479] (x: 8192)
LINE: 9067 ~ 9068[LEN: 1] (y: 40)
LINE: 50 ~ 4007[LEN: 3957] (x: 9067)
LINE: 9271 ~ 9272[LEN: 1] (y: 40)
LINE: 50 ~ 6555[LEN: 6505] (x: 9271)
LINE: 254 ~ 6139[LEN: 5885] (y: 41)
LINE: 6766 ~ 6774[LEN: 8] (y: 41)
LINE: 51 ~ 8636[LEN: 8585] (x: 6766)
LINE: 40 ~ 8067[LEN: 8027] (y: 42)
LINE: 52 ~ 4192[LEN: 4140] (x: 40)
LINE: 163 ~ 164[LEN: 1] (y: 42)
LINE: 53 ~ 9819[LEN: 9766] (x: 163)
LINE: 770 ~ 4379[LEN: 3609] (y: 42)
LINE: 53 ~ 9456[LEN: 9403] (x: 770)
LINE: 4419 ~ 4420[LEN: 1] (y: 42)
LINE: 53 ~ 4493[LEN: 4440] (x: 4419)
LINE: 4559 ~ 4560[LEN: 1] (y: 42)
LINE: 53 ~ 9078[LEN: 9025] (x: 4559)
LINE: 4932 ~ 4933[LEN: 1] (y: 42)
LINE: 53 ~ 9978[LEN: 9925] (x: 4932)
LINE: 4993 ~ 4994[LEN: 1] (y: 42)
LINE: 53 ~ 9782[LEN: 9729] (x: 4993)
LINE: 5350 ~ 5351[LEN: 1] (y: 42)
LINE: 53 ~ 841[LEN: 788] (x: 5350)
LINE: 6138 ~ 6139[LEN: 1] (y: 42)
LINE: 53 ~ 4608[LEN: 4555] (x: 6138)
LINE: 6773 ~ 6774[LEN: 1] (y: 42)
LINE: 53 ~ 4822[LEN: 4769] (x: 6773)
LINE: 6822 ~ 7899[LEN: 1077] (y: 42)
LINE: 53 ~ 6603[LEN: 6550] (x: 6822)
LINE: 8066 ~ 8067[LEN: 1] (y: 42)
LINE: 53 ~ 4193[LEN: 4140] (x: 8066)
LINE: 943 ~ 944[LEN: 1] (y: 43)
LINE: 54 ~ 842[LEN: 788] (x: 943)
LINE: 1130 ~ 1131[LEN: 1] (y: 43)
LINE: 54 ~ 4609[LEN: 4555] (x: 1130)
LINE: 1346 ~ 1347[LEN: 1] (y: 43)
LINE: 54 ~ 7134[LEN: 7080] (x: 1346)
LINE: 1856 ~ 1857[LEN: 1] (y: 43)
LINE: 54 ~ 1437[LEN: 1383] (x: 1856)
LINE: 2011 ~ 2012[LEN: 1] (y: 43)
LINE: 54 ~ 4493[LEN: 4439] (x: 2011)
LINE: 2049 ~ 2050[LEN: 1] (y: 43)
LINE: 54 ~ 9844[LEN: 9790] (x: 2049)
LINE: 2064 ~ 2065[LEN: 1] (y: 43)
LINE: 54 ~ 9404[LEN: 9350] (x: 2064)
LINE: 2269 ~ 8453[LEN: 6184] (y: 43)
LINE: 54 ~ 8731[LEN: 8677] (x: 2269)
LINE: 398 ~ 6254[LEN: 5856] (y: 44)
LINE: 55 ~ 6807[LEN: 6752] (x: 398)
LINE: 7898 ~ 7899[LEN: 1] (y: 44)
LINE: 55 ~ 7682[LEN: 7627] (x: 7898)
LINE: 8452 ~ 8453[LEN: 1] (y: 44)
